id,created_at,date,location_lat,location_lng,location_address,total_score,non_normalized_score,client_submission_id,status_label,required_action,people_count_est,shelter_footprint,ratings_details,h3_index,user_id,audio_transcript,submission_source,report_evidence_type,reviewed,image_storage_paths,matched_district
14,"""2026-02-02T21:11:51.262Z""",2026-02-02T21:11:32.374Z,37.7813621,-122.4190293,"Golden 1 Credit Union, 500, Golden Gate Avenue, Civic Center, San Francisco, California, 94102, United States",100,,,Maintain,,,,[],8a2830828667fff,anonymous,,,,FALSE,"[""anonymous/1770066709452_photo_1770066709130_0.jpg""]",BAYVIEW
15,"""2026-02-02T21:12:55.062Z""",2026-02-02T21:12:31.463Z,37.7749,-122.4194,"South Van Ness Avenue, Civic Center, San Francisco, California, 94103, United States",97,,,Excellent,,,,"[{""hazard"":false,""rating"":0,""category"":""RV or other inhabited vehicle"",""explanation"":""No RVs or inhabited vehicles visible in the image.""},{""hazard"":false,""rating"":1,""category"":""Waste & Small Debris"",""explanation"":""Small amount of litter visible on the sidewalk, particularly near the person crossing the street.""},{""hazard"":false,""rating"":0,""category"":""Furniture & Large Debris"",""explanation"":""No furniture or large debris visible in the image.""},{""hazard"":false,""rating"":0,""category"":""Human and Animal Waste"",""explanation"":""No visible signs of human or animal waste in the image.""},{""hazard"":false,""rating"":0,""category"":""Sharps"",""explanation"":""No visible sharps or needles in the image.""},{""hazard"":false,""rating"":0,""category"":""Unsheltered Presence"",""explanation"":""No visible signs of unsheltered individuals or encampments in the image.""},{""hazard"":false,""rating"":0,""category"":""Fire & Safety Hazards"",""explanation"":""No visible fire or safety hazards in the image.""},{""hazard"":false,""rating"":0,""category"":""Access Obstruction"",""explanation"":""Sidewalks and crosswalks appear clear and accessible.""},{""hazard"":false,""rating"":0,""category"":""Active Drug Use"",""explanation"":""No visible signs of active drug use or paraphernalia in the image.""},{""hazard"":false,""rating"":0,""category"":""Public Health Need"",""explanation"":""No visible indicators of unmet sanitation or hygiene needs in the image.""},{""hazard"":false,""rating"":0,""category"":""Animals"",""explanation"":""No animals visible in the image.""},{""hazard"":false,""rating"":0,""category"":""Graffiti"",""explanation"":""No visible graffiti in the image.""}]",8a283082800ffff,anonymous,,,,FALSE,"[""anonymous/1770066773295_photo_1770066773030_0.jpg""]",BAYVIEW
16,"""2026-02-02T23:52:50.947Z""",2026-02-02T23:52:26.720Z,37.7785369,-122.4209276,"301, Van Ness Avenue, Civic Center, San Francisco, California, 94102, United States",100,,,Maintain,,,,[],8a2830828397fff,anonymous,,,,FALSE,"[""anonymous/1770076367735_photo_1770076366911_0.jpg""]",BAYVIEW
17,"""2026-02-02T23:55:12.669Z""",2026-02-02T23:55:06.089Z,37.7749,-122.4194,"South Van Ness Avenue, Civic Center, San Francisco, California, 94103, United States",100,,,Maintain,,,,[],8a283082800ffff,anonymous,,,,FALSE,"[""anonymous/1770076510595_photo_1770076510002_0.jpg""]",BAYVIEW
18,"""2026-02-03T16:35:53.527Z""",2026-02-03T16:35:09.865Z,37.7489262,-122.4600935,"99, Magellan Avenue, Forest Hill, San Francisco, California, 94116, United States",100,,,Maintain,,,,[],8a283095e54ffff,anonymous,,,,FALSE,"[""anonymous/1770136550483_photo_1770136549510_0.jpg""]",BAYVIEW
19,"""2026-02-03T16:58:57.638Z""",2026-02-03T16:58:55.967Z,37.77588833,-122.4183803,"1446, Market Street, Civic Center, San Francisco, California, 94102, United States",100,,,Maintain,,,,[],8a28308280e7fff,anonymous,,,,FALSE,[],BAYVIEW
20,"""2026-02-03T16:59:42.120Z""",2026-02-03T16:59:34.582Z,37.77608726,-122.4181634,"Yakiniku Shodai, 1420, Market Street, Civic Center, San Francisco, California, 94102, United States",97,,,Excellent,,,,"[{""hazard"":false,""rating"":0,""category"":""RV or other inhabited vehicle"",""explanation"":""No RVs or inhabited vehicles visible in the image.""},{""hazard"":false,""rating"":1,""category"":""Waste & Small Debris"",""explanation"":""Small pieces of litter visible on the sidewalk, including what appears to be paper or other light debris.""},{""hazard"":false,""rating"":0,""category"":""Furniture & Large Debris"",""explanation"":""No furniture or large debris visible in the image.""},{""hazard"":false,""rating"":0,""category"":""Human and Animal Waste"",""explanation"":""No visible signs of human or animal waste in the image.""},{""hazard"":false,""rating"":0,""category"":""Sharps"",""explanation"":""No visible sharps or needles in the image.""},{""hazard"":false,""rating"":0,""category"":""Unsheltered Presence"",""explanation"":""No visible evidence of unsheltered individuals or encampments in the image.""},{""hazard"":false,""rating"":0,""category"":""Fire & Safety Hazards"",""explanation"":""No visible fire or safety hazards in the image.""},{""hazard"":false,""rating"":0,""category"":""Access Obstruction"",""explanation"":""The sidewalk appears clear and accessible with no significant obstructions.""},{""hazard"":false,""rating"":0,""category"":""Active Drug Use"",""explanation"":""No visible signs of active drug use or related paraphernalia in the image.""},{""hazard"":false,""rating"":0,""category"":""Public Health Need"",""explanation"":""No visible indicators of unmet sanitation, hygiene, or medical needs in the image.""},{""hazard"":false,""rating"":0,""category"":""Animals"",""explanation"":""While there are dogs visible, they appear to be leashed and under supervision, posing no safety concerns.""},{""hazard"":false,""rating"":0,""category"":""Graffiti"",""explanation"":""No visible graffiti in the image.""}]",8a28308280f7fff,anonymous,,,,FALSE,"[""anonymous/1770137979820_photo_1770137979065_0.jpg""]",BAYVIEW
21,"""2026-02-03T17:02:44.020Z""",2026-02-03T17:02:18.563Z,37.77688232,-122.4172353,"Starbucks, 1390, Market Street, Civic Center, South of Market, San Francisco, California, 94102, United States",97,,,Excellent,,,,"[{""hazard"":false,""rating"":0,""category"":""RV or other inhabited vehicle"",""explanation"":""No RVs or inhabited vehicles visible in the image.""},{""hazard"":false,""rating"":0,""category"":""Waste & Small Debris"",""explanation"":""The street and sidewalk appear clean with no visible litter or debris.""},{""hazard"":false,""rating"":0,""category"":""Furniture & Large Debris"",""explanation"":""No furniture or large debris visible in the image.""},{""hazard"":false,""rating"":0,""category"":""Human and Animal Waste"",""explanation"":""No visible signs of human or animal waste in the image.""},{""hazard"":false,""rating"":0,""category"":""Sharps"",""explanation"":""No visible sharps or needles in the image.""},{""hazard"":false,""rating"":0,""category"":""Unsheltered Presence"",""explanation"":""No visible evidence of unsheltered individuals or encampments.""},{""hazard"":false,""rating"":0,""category"":""Fire & Safety Hazards"",""explanation"":""No visible fire or safety hazards in the image.""},{""hazard"":false,""rating"":0,""category"":""Access Obstruction"",""explanation"":""Sidewalks and pedestrian areas appear clear and unobstructed.""},{""hazard"":false,""rating"":1,""category"":""Active Drug Use"",""explanation"":""No visible signs of active drug use or paraphernalia in the image.""},{""hazard"":false,""rating"":0,""category"":""Public Health Need"",""explanation"":""No visible indicators of unmet sanitation or hygiene needs.""},{""hazard"":false,""rating"":0,""category"":""Animals"",""explanation"":""No animals visible in the image.""},{""hazard"":false,""rating"":0,""category"":""Graffiti"",""explanation"":""No visible graffiti or unauthorized markings in the image.""}]",8a28308280d7fff,anonymous,,,,FALSE,"[""anonymous/1770138162018_photo_1770138161442_0.jpg""]",BAYVIEW
22,"""2026-02-03T17:03:51.502Z""",2026-02-03T17:03:40.549Z,37.77783875,-122.4159466,"1272, Market Street, Civic Center, South of Market, San Francisco, California, 94102, United States",100,,,Maintain,,,,[],8a2830828727fff,anonymous,,,,FALSE,"[""anonymous/1770138229903_photo_1770138229350_0.jpg""]",BAYVIEW
23,"""2026-02-03T17:04:53.979Z""",2026-02-03T17:04:48.025Z,37.77845243,-122.4150709,"Hotel Whitcomb, 1231, Market Street, Civic Center, South of Market, San Francisco, California, 94103, United States",92,,,Excellent,,,,"[{""hazard"":false,""rating"":0,""category"":""RV or other inhabited vehicle"",""explanation"":""No RVs or inhabited vehicles visible in the image.""},{""hazard"":false,""rating"":1,""category"":""Waste & Small Debris"",""explanation"":""Small amount of cardboard boxes and debris on the sidewalk.""},{""hazard"":false,""rating"":1,""category"":""Furniture & Large Debris"",""explanation"":""Pile of cardboard boxes on the sidewalk, but not obstructing much space.""},{""hazard"":false,""rating"":0,""category"":""Human and Animal Waste"",""explanation"":""No visible human or animal waste in the image.""},{""hazard"":false,""rating"":0,""category"":""Sharps"",""explanation"":""No visible sharps or needles in the image.""},{""hazard"":false,""rating"":0,""category"":""Unsheltered Presence"",""explanation"":""No visible signs of unsheltered individuals or encampments.""},{""hazard"":false,""rating"":0,""category"":""Fire & Safety Hazards"",""explanation"":""No apparent fire or safety hazards visible in the image.""},{""hazard"":false,""rating"":1,""category"":""Access Obstruction"",""explanation"":""Cardboard boxes partially obstruct the sidewalk, but passage is still possible.""},{""hazard"":false,""rating"":0,""category"":""Active Drug Use"",""explanation"":""No signs of active drug use or paraphernalia visible.""},{""hazard"":false,""rating"":0,""category"":""Public Health Need"",""explanation"":""No clear indicators of public health needs in the image.""},{""hazard"":false,""rating"":0,""category"":""Animals"",""explanation"":""No animals visible in the image.""},{""hazard"":false,""rating"":0,""category"":""Graffiti"",""explanation"":""No visible graffiti in the image.""}]",8a2830828707fff,anonymous,,,,FALSE,"[""anonymous/1770138292627_photo_1770138292317_0.jpg""]",BAYVIEW
24,"""2026-02-03T17:05:28.658Z""",2026-02-03T17:05:22.996Z,37.77888019,-122.4149255,"Hyde Street, Civic Center, South of Market, San Francisco, California, 94102, United States",97,,,Excellent,,,,"[{""hazard"":false,""rating"":0,""category"":""RV or other inhabited vehicle"",""explanation"":""No RVs or inhabited vehicles visible in the image.""},{""hazard"":false,""rating"":0,""category"":""Waste & Small Debris"",""explanation"":""The sidewalk appears clean with no visible small debris or litter.""},{""hazard"":false,""rating"":0,""category"":""Furniture & Large Debris"",""explanation"":""No furniture or large debris visible in the image.""},{""hazard"":false,""rating"":0,""category"":""Human and Animal Waste"",""explanation"":""No visible signs of human or animal waste in the image.""},{""hazard"":false,""rating"":0,""category"":""Sharps"",""explanation"":""No visible needles or sharp objects in the image.""},{""hazard"":false,""rating"":1,""category"":""Unsheltered Presence"",""explanation"":""One person appears to be sitting on the ground with belongings, indicating possible unsheltered presence.""},{""hazard"":false,""rating"":0,""category"":""Fire & Safety Hazards"",""explanation"":""No visible fire or safety hazards in the image.""},{""hazard"":false,""rating"":0,""category"":""Access Obstruction"",""explanation"":""The sidewalk is clear and accessible with no significant obstructions.""},{""hazard"":false,""rating"":0,""category"":""Active Drug Use"",""explanation"":""No visible signs of active drug use or paraphernalia in the image.""},{""hazard"":false,""rating"":0,""category"":""Public Health Need"",""explanation"":""No clear indicators of unmet sanitation or hygiene needs visible in the image.""},{""hazard"":false,""rating"":0,""category"":""Animals"",""explanation"":""No animals visible in the image.""},{""hazard"":false,""rating"":0,""category"":""Graffiti"",""explanation"":""No visible graffiti or unauthorized markings in the image.""}]",8a2830828707fff,anonymous,,,,FALSE,"[""anonymous/1770138327027_photo_1770138326682_0.jpg""]",BAYVIEW
25,"""2026-02-03T17:07:46.091Z""",2026-02-03T17:07:35.471Z,37.78028766,-122.4134329,"United Nations Plaza Fountain, Leavenworth Street, Civic Center, South of Market, San Francisco, California, 94102, United States",100,,,Maintain,,,,[],8a28308287affff,anonymous,,,,FALSE,"[""anonymous/1770138464179_photo_1770138463915_0.jpg""]",BAYVIEW
26,"""2026-02-03T17:09:02.753Z""",2026-02-03T17:08:57.167Z,37.78133735,-122.4137498,"43, Leavenworth Street, Civic Center, Tenderloin, South of Market, San Francisco, California, 94102, United States",92,,,Excellent,,,,"[{""hazard"":false,""rating"":0,""category"":""RV or other inhabited vehicle"",""explanation"":""No RVs or inhabited vehicles visible in the image.""},{""hazard"":false,""rating"":1,""category"":""Waste & Small Debris"",""explanation"":""Light litter and small debris visible on the sidewalk and around the tree.""},{""hazard"":false,""rating"":0,""category"":""Furniture & Large Debris"",""explanation"":""No furniture or large debris visible in the image.""},{""hazard"":false,""rating"":0,""category"":""Human and Animal Waste"",""explanation"":""No visible signs of human or animal waste in the image.""},{""hazard"":false,""rating"":0,""category"":""Sharps"",""explanation"":""No visible sharps or needles in the image.""},{""hazard"":false,""rating"":1,""category"":""Unsheltered Presence"",""explanation"":""One person visible in the distance, potentially unsheltered based on context.""},{""hazard"":false,""rating"":0,""category"":""Fire & Safety Hazards"",""explanation"":""No visible fire or safety hazards in the image.""},{""hazard"":false,""rating"":0,""category"":""Access Obstruction"",""explanation"":""Sidewalk appears clear and accessible.""},{""hazard"":false,""rating"":0,""category"":""Active Drug Use"",""explanation"":""No visible signs of active drug use in the image.""},{""hazard"":false,""rating"":1,""category"":""Public Health Need"",""explanation"":""Minor litter and debris suggest a low-level public health concern.""},{""hazard"":false,""rating"":0,""category"":""Animals"",""explanation"":""No animals visible in the image.""},{""hazard"":false,""rating"":0,""category"":""Graffiti"",""explanation"":""No visible graffiti in the image.""}]",8a2830828637fff,anonymous,,,,FALSE,"[""anonymous/1770138540773_photo_1770138540463_0.jpg""]",BAYVIEW
27,"""2026-02-03T17:09:43.976Z""",2026-02-03T17:09:37.856Z,37.7817952,-122.414319,"Kelly Cullen Community, 220, Golden Gate Avenue, Civic Center, Tenderloin, South of Market, San Francisco, California, 94102, United States",83,,,Excellent,,,,"[{""hazard"":false,""rating"":0,""category"":""RV or other inhabited vehicle"",""explanation"":""No RVs or inhabited vehicles visible in the image.""},{""hazard"":false,""rating"":1,""category"":""Waste & Small Debris"",""explanation"":""Some small debris visible on the sidewalk, but not a significant amount.""},{""hazard"":false,""rating"":1,""category"":""Furniture & Large Debris"",""explanation"":""Bicycles and bags visible on the sidewalk, taking up some space.""},{""hazard"":false,""rating"":0,""category"":""Human and Animal Waste"",""explanation"":""No visible human or animal waste in the image.""},{""hazard"":false,""rating"":0,""category"":""Sharps"",""explanation"":""No visible sharps or needles in the image.""},{""hazard"":false,""rating"":2,""category"":""Unsheltered Presence"",""explanation"":""Multiple individuals sitting on the sidewalk with belongings, indicating unsheltered presence.""},{""hazard"":false,""rating"":0,""category"":""Fire & Safety Hazards"",""explanation"":""No visible fire or safety hazards in the image.""},{""hazard"":false,""rating"":1,""category"":""Access Obstruction"",""explanation"":""Bicycles and belongings partially obstruct the sidewalk, but passage is still possible.""},{""hazard"":false,""rating"":0,""category"":""Active Drug Use"",""explanation"":""No visible signs of active drug use in the image.""},{""hazard"":false,""rating"":1,""category"":""Public Health Need"",""explanation"":""Presence of unsheltered individuals suggests potential unmet sanitation needs.""},{""hazard"":false,""rating"":0,""category"":""Animals"",""explanation"":""No animals visible in the image.""},{""hazard"":false,""rating"":0,""category"":""Graffiti"",""explanation"":""No visible graffiti in the image.""}]",8a2830828617fff,anonymous,,,,FALSE,"[""anonymous/1770138582119_photo_1770138581903_0.jpg""]",BAYVIEW
28,"""2026-02-03T17:12:00.985Z""",2026-02-03T17:11:50.000Z,37.78320726,-122.4141543,"223, Leavenworth Street, Little Saigon, Tenderloin, South of Market, San Francisco, California, 94102, United States",89,,,Excellent,,,,"[{""hazard"":false,""rating"":0,""category"":""RV or other inhabited vehicle"",""explanation"":""No RVs or inhabited vehicles visible in the image.""},{""hazard"":false,""rating"":1,""category"":""Waste & Small Debris"",""explanation"":""Some small debris (possibly empty cans) visible on the sidewalk near the building.""},{""hazard"":false,""rating"":0,""category"":""Furniture & Large Debris"",""explanation"":""No furniture or large debris visible in the image.""},{""hazard"":false,""rating"":0,""category"":""Human and Animal Waste"",""explanation"":""No visible signs of human or animal waste in the image.""},{""hazard"":false,""rating"":0,""category"":""Sharps"",""explanation"":""No visible sharps or needles in the image.""},{""hazard"":false,""rating"":1,""category"":""Unsheltered Presence"",""explanation"":""One person visible sitting on the ground against a building, possibly unsheltered.""},{""hazard"":false,""rating"":0,""category"":""Fire & Safety Hazards"",""explanation"":""No visible fire or safety hazards in the image.""},{""hazard"":false,""rating"":0,""category"":""Access Obstruction"",""explanation"":""The sidewalk appears clear and unobstructed for pedestrian access.""},{""hazard"":false,""rating"":0,""category"":""Active Drug Use"",""explanation"":""No visible signs of active drug use or paraphernalia in the image.""},{""hazard"":false,""rating"":1,""category"":""Public Health Need"",""explanation"":""Presence of a possibly unsheltered individual suggests potential unmet sanitation needs.""},{""hazard"":false,""rating"":0,""category"":""Animals"",""explanation"":""No animals visible in the image.""},{""hazard"":false,""rating"":1,""category"":""Graffiti"",""explanation"":""Small graffiti tag visible on the building in the image.""}]",8a283082861ffff,anonymous,,,,FALSE,"[""anonymous/1770138719317_photo_1770138719026_0.jpg""]",BAYVIEW
